( train_hindimale_00649 " हो सकता है, एक रात, गुप्त सूचना के आधार पर, अर्द्धसैनिक बलों की एक टुकड़ी ने, इसके एक बदकिस्मत घर के दरवाज़े पर, कुछ किशोर उग्रवादियों की, चिथड़ियाँ उड़ा दी हों " )
( train_hindimale_00650 " यह भी विडम्बना है, कि क्राँतिकारी इस इलाके के नहीं थे, वे तो वहाँ एक पार्टी में आ गए थे " )
( train_hindimale_00651 " अजीब दिखते हुए, उस बुढ्ढे, और उसकी बीवी को मार डाला " )
( train_hindimale_00652 " लेकिन ऐसे इलाकों की संख्या बढ़ रही है, मानो आशंकाएँ पाल पोस रही हों " )
( train_hindimale_00653 " अच्छी पुस्तकें छापना, अलग तरह की पुस्तकें छापना, भारतीय भाषाओं के, साहित्य के प्रकाशन के स्तर को, ऊँचा उठाना, और स्तरीय अनुवाद के ज़रिये, अँग्रेज़ी और अन्य भारतीय भाषाओं के, साहित्य को, हिंदी में लाना, प्रकाशन का काम शुरू करने के पीछे, शुरुआती कारण, यही थे " )
( train_hindimale_00654 " तब आप लोगों का, हिंदी साहित्य के बाज़ार के बारे में, क्या आकलन था " )
( train_hindimale_00655 " इसकी समझ या परवाह होने के बदले, अपने प्रतिद्वंदियों, हिंदी के स्थापित प्रकाशकों, राजकमल, वाणी, यानपीठ के बारे में, क्या राय थी " )
( train_hindimale_00656 " इन सब बातों के लिए, मेरे पास उनके लिए, ढेर सारी तारीफ़ है, लेकिन लेखकों के साथ, उनके जिस तरह के संबंध हैं, जो सुनने में आते हैं, वे मेरे लिए चिंता के विषय हैं " )
( train_hindimale_00657 " यात्रा पेंगुइन की मुख्य उपलब्धियां, क्या हैं आपकी नज़र में " )
( train_hindimale_00658 " अनुवाद के लिए हमारे पास, पेंगुइन की अच्छी किताबों की लंबी लिस्ट का होना, और किताबों, या लेखकों के बारे में, खुला नज़रिया रखना, हमारी सबसे बड़ी ताकत है " )
( train_hindimale_00659 " इसके अलावा, बिल्कुल नए और अलग या ज्वलंत मुद्दों पर भी, हमने किताबें छापी हैं " )
( train_hindimale_00660 " कुछ बेहद ख़ास शोधों को भी छापा है, बनारसीदास द्वारा लिखित किताब, अर्धकथानक, जो कि हिंदी की पहली आत्मकथा है, उसे बाज़ार की चिंता किए बग़ैर छापा है " )
( train_hindimale_00661 " इन चार बरसों में, हिंदी में दुर्भाग्य से मज़बूत लाइब्रेरी, संस्कृति है " )
( train_hindimale_00662 " उसकी प्रसिद्धि का कारण यह तथ्य है, कि उसे, एक प्रदर्शनवादी, टीवी प्रस्तोता, गुनर बेनेर की हत्या के लिये, ज़िम्मेवार माना जाता है " )
( train_hindimale_00663 " अपनी अभद्र टिप्पणियों और अशिक्षितों के बारे में, अपने जोक्स के लिये विख्यात, और भडकीले सूट पहनने वाला, यह प्रस्तोता, एक बार लाईव शो के दौरान, पैगंबर मुहम्मद के बारे में, एक आपत्तिजनक टिप्पणी कर बैठता है " )
( train_hindimale_00664 " एक ऐसी भयंकर भूल, जिसे अधिकांश ऊंघते दर्शक तो शायद इग्नोर कर जाते हैं " )
( train_hindimale_00665 " रमेश इस्ताम्बुल प्रेस को एक ख़त भेजता है " )
( train_hindimale_00666 " शनिवार को, काम निपटाने में देरी हो जाने के कारण, मनीषा कार्यालय में, अकेली रह गई थी " )
( train_hindimale_00667 " लिफ़्ट द्वारा, छटी मंज़िल से नीचे जाते हुए, उसे एक तूफ़ान से गुज़रना पडा था " )
( train_hindimale_00668 " लिफ़्ट मैन, अक्सर नशे में रहता है " )
( train_hindimale_00669 " आज भी, सरदार महिन्द्र सिंह को देखती हूँ, तो रीढ़ की हड्डी पर, छिपकलियां सी रेंगने लगती हैं " )
( train_hindimale_00670 " ये सैट आधे अधूरे रूप में, आज भी मौजूद है " )
( train_hindimale_00671 " जहां तक लिनक्स का सवाल था, लिनक्स का प्रयोग भी खूब किया गया, लेकिन, इसका उपयोग, अधिकतर सर्वर पर ही किया, डेस्क टाप पर नहीं " )
( train_hindimale_00672 " हम लोग, काम करते थे, तो युनिक्स पर, हाथ साफ़ था " )
( train_hindimale_00673 " लिनक्स को, डैस्क टाप में केवल प्रयोग के लिये ही इस्तेमाल किया, और लगभग, सभी फ़्लेवर पर काम किया, जैसे पी सी यू लिनक्स, रेड हेट, सूसे, डैबियन, युबंटू, और भी बहुत सारे " )
( train_hindimale_00674 " पूरा का पूरा मेल सिस्टम लिनक्स पर बदला " )
( train_hindimale_00675 " फ़ायर वाल के लिये, पहले चैक पाईट, और फिर,सूसे फ़ायरवाल का प्रयोग किया, प्राक्सी सर्वर के लिये, स्क्विड का प्रयोग किया " )
( train_hindimale_00676 " ये सम्पादकीय, ऐसी सामाजिक वैयक्तिक महात्वकांक्षाओं से लबरेज़ होते हैं, कि हमें अपने साथ गिरा लेते हैं " )
( train_hindimale_00677 " हम यह बात यद्यपि मूलतः साहित्य, कला आदि की, और उनमे भी, गैर सांस्थायिक किस्म की पत्रिकाओं के सन्दर्भ में कह रहे हैं, लेकिन, अन्य अनुशासनों में भी, रचनात्मक प्रयत्न अपनी शुरुआत में, लगभग एक जैसी वैज्ञानिक निश्चात्मकता, और बीमा कंपनियों जैसी, भविष्य दृष्टि के साथ, अवतरित होते हैं " )
( train_hindimale_00678 " अविनाश पहुँचते ही फ़ोन कर देना, वरना तुम्हारी माँ को, चिन्ता हो जाएगी " )
( train_hindimale_00679 " बस मामा जी, और माँ ही की ज़िद है, उसका तो बिलकुल, मन नहीं था, माऊन्टआबू जाने का " )
( train_hindimale_00680 " वहाँ मेरे दोस्त, ब्रिगेडियर सिन्हा का घर, और बाग हैं, वहाँ तू बस उनके परिवार के साथ, छुट्टियाँ बिताने जा रहा है " )
( train_hindimale_00681 " उन्होंने तुझे, बचपन में देखा था, बडा बुला रहे थे, मैं अगले सप्ताह पोहुँच जाऊंगा " )
( train_hindimale_00682 " बस चलते ही, अच्छा मौसम होने के बावजूद, यह बात सोच, अविनाश का मन, कडवी स्मृतियों से भर गया, आँखे जलने लगीं, और उस अपमान को याद कर, पूरा ही वजूद, तिलमिला गया " )
( train_hindimale_00683 " वे बहुत सारे लेखक किसी भी अनुशासन के जिन्होंने कभी कोई पत्रिका नहीं निकाली, न प्रयत्न किए, लेकिन बहुत सारी पत्रिकाओं में प्रकाशित होते रहे हैं, उनमें भी, जिन्हें वे अच्छा नहीं मानते, उन्हें कम से कम, एक बार, एक पत्रिका निकालने की, जेनुइन कोशिश करनी चाहिए " )
( train_hindimale_00684 " हालांकि, पहली ही शादी, शादी न थी, कोर्ट में शून्य साबित कर दी गई थी " )
( train_hindimale_00685 " हिन्दी में सब कवियों की पुस्तकें, तीन सौ, चार सौ छपती हैं, पर हिन्दी में हर वर्ष, चार सौ से हज़ार काव्य पुस्तकें छपती हैं " )
( train_hindimale_00686 " पर मन मे छाले हैं कि, सूखते नहीं, बल्कि बार बार फूट कर, उसे आहत करते हैं, उसका क्या गुनाह था " )
( train_hindimale_00687 " कितने अरमानों के साथ, उसकी विधवा माँ ने, स्कूल में टीचिंग कर उसे अच्छे आदर्शों के साथ पाला, और फलस्वरूप उसका एन डी ए में सेलेक्शन हुआ " )
( train_hindimale_00688 " उसने बडे चाव से, ढेरों रिश्तों में से, एक बेह तरीन रिश्ता चुना था उसके लिये, एक बहुत बडे आई ए एस अधिकारी की बेटी, अल्पना " )
( train_hindimale_00689 " माँ तो बस घर बार और लडक़ी की सुन्दरता पर, और उनकी शानदार मेहमाननवाज़ी पर, रीझ गईं " )
( train_hindimale_00690 " देखने दिखाने की रस्म के बाद, सबके कहने पर, एकांत में उसने, एक संक्षिप्त बात की, और वह, अचानक उठ कर चली गई, तब उसे लगा था कि शर्मा रही होगी " )
( train_hindimale_00691 " शादी के ताम झाम के बाद, जब अपनी जीवन संगिनी से मिलने की, एक दूसरे को जानने की रात आई, तो शादी के शानदार पलंग पर, फूलों की सजावट के बीच, उसे लाल जोडे में, अपनी दुल्हन नहीं मिली " )
( train_hindimale_00692 " मुझे छूना मत, यह शादी नहीं है, अविनाश समझौता है " )
( train_hindimale_00693 " वह सुन्दर चेहरा, वितृष्णा से भर गया था " )
( train_hindimale_00694 " उसके बाद जब वह अगले दिन मायके गई, तो उसकी जगह लौट कर, विवाह को शून्य साबित करने के लिये, उसके वकील का नोटिस आया, जिसमें आरोप था कि, वह नपुंसक है, और विवाह के योग्य नहीं " )
( train_hindimale_00695 " वह जड होकर रह गया " )
( train_hindimale_00696 " उसके बाद, उसने अपनी पोस्टिंग, लेह करवा ली थी, वहाँ से भी, लगातार फ़ील्ड पोस्टिंग लेता रहा, जानबूझ कर, और मां की दूसरे विवाह की ज़िद को, टाल गया था " )
( train_hindimale_00697 " पर अब माँ की अस्वस्थता की वजह से, उसे जोधपुर पोस्टिंग करवानी पडी " )
( train_hindimale_00698 " पिछले कई दिनों से, यह माऊंट आबू प्रकरण, माँ और मामा चलाए जा रहे थे " )
( train_hindimale_00699 " इस बार, मामा, छाछ भी फूंक फूंक कर पीना चाहते थे, सो वह उसे, लड़की और उस के परिवार के साथ, पूरे पन्द्रह बीस दिन, छोडना चाह रहे थे " )
( train_hindimale_00700 " ब्रिगेडियर सिन्हा, मामा के कलीग रह चुके हैं, उनकी एक बहन है, अविवाहित, उसने भी, किन्हीं कारणों से, शादी नहीं की " )
( train_hindimale_00701 " उसे मलाल हो रहा है, उसने सोचा था, कि इस बार, एनुअल लीव लेकर, माँ के साथ, ज़्यादा से ज़्यादा समय बिताएगा, और माँ के साथ, लम्बी यात्राओं पर जाएगा, पूरा भारत घूमेगा " )
( train_hindimale_00702 " पर माँ ने ही, कह दिया, कि ओ मेरे श्रवणकुमार, मैं तो तीर्थ कर ही लूंगी, पहले तेरी शादी करके, गंगा नहा लूं " )
( train_hindimale_00703 " बहुत सारे ख्यालों से, उसका मन भारी हो चला है, वह, सर झटक कर बस के बाहर झांकता है, शाम का झुटपुटा रास्तों, और पहाडियों पर उतर आया है " )
( train_hindimale_00704 " झुण्ड का झुण्ड, तोते शोर मचाते हुए, लौट रहे हैं, हवा में सर्दी के आगमन की खुनकी महसूस होने लगी है, वह पूरी खुली खिडक़ी ज़रा सी सरका देता है, बस के अन्दर, नज़र डालता है " )
( train_hindimale_00705 " सामने वाली सीट पर, एक विदेशी युवति बैठी है, उसे देख, मुस्कुरा देती है " )
( train_hindimale_00706 " वह उस बेबाक निश्छल मुस्कान पर, जवाब में मुस्कुराए बिना, नहीं रह पाता " )
( train_hindimale_00707 " अपनी इस कॉलेज के लडक़ों जैसी हरकत पर, उसे स्वयं, हसी आ जाती है, और उसे दबाने के लिये, खिडक़ी के बाहर देखने लगता है " )
( train_hindimale_00708 " मन हल्का हो गया है, वैसे आज़ादी में, कितना सुकून है " )
( train_hindimale_00709 " अब उम्र के, पैंतीस साल मुक्त रह कर, विवाह के पक्ष में, वह ज़रा भी नहीं, पर यहाँ भारत में, जिस तरह बडी उमर की लडक़ियों का कुवारा रहना संदिग्ध होता है, वही बडे उम्र के कुवारे भी, संदेहों से अछूते, नहीं रह पाते " )
( train_hindimale_00710 " वह बस अपनी नौकरी के बीस साल पूरे करते ही, अब्रोड चला जाएगा " )
( train_hindimale_00711 " शाम ढलने लगी थी, लगता है, आबू रोड से उपर, माऊंट आबू पहुँचते पहुँचते, दो घंटे और लग जाएंगे, और वह रात आठ बजे से पहले, नहीं पहुँचेगा " )
( train_hindimale_00712 " ठण्ड गहराने लगी थी, उसने मां की, ज़बरदस्ती रखी हुई जैकेट निकाल कर पेहन ली " )
( train_hindimale_00713 " पहाडों, पेडों की सब्ज़ आकृतियां, धीरे धीरे स्याही में बदल रही थीं, उसके मन पर, अन्यमनस्कता के साये, फिर घिर आए " )
( train_hindimale_00714 " मामा क्यों कहते हैं, कि शारीरिक ज़रूरतें तो हैं ही, एक साथी के लिये, मानसिक ज़रूरत भी होती है " )
( train_hindimale_00715 " पर वह किसी किस्म की, गलतफ़हमी उसे नहीं पालने देना चाहता " )
( train_hindimale_00716 " बसस्टॉप पर उतर कर, वह अपना सामान डिक्की से, निकलवा रहा है " )
( train_hindimale_00717 " आपने क्यों तकलीफ़ की सर, मैं पोहंच जाता " )
( train_hindimale_00718 " तुम हमारे मेहमान हो आखिर, रामसिंग, सामान गाडी में रखो " )
( train_hindimale_00719 " यार, इतने सारे यात्रियों में, एक फ़ौजी अफसर को पहचानना, क्या मुश्किल है " )
( train_hindimale_00720 " सारे रास्ते वे बोलते रहे, वह सुनता रहा, कि कैसे फ़ौज छोड क़र, वे यहाँ सैटल हुए, यहाँ उनका फ़ार्म हाउस भी है " )
( train_hindimale_00721 " फ़ार्मिंग में, उनकी शुरू से रुचि रही है, वे उसमें, स्ट्राबैरीज़ उगाना चाह रहे हैं इस बार " )
( train_hindimale_00722 " उनके बंगले के गेट से, पोर्च तक, एक मिनट की ड्राईव से, लग रहा था कि, खूब बडी जगह लेकर, घर बनाया गया है " )
( train_hindimale_00723 " अन्दर पोहंच कर, रामसिंग को उनका सामान, गेस्टरूम में रखने का आदेश देकर, उसे हालनुमा ड्रोईंग रूम में बिठा कर, वे अन्दर कहीं गायब हो गये " )
( train_hindimale_00724 " किसी के हाथ से बनी सुन्दर पेन्टिंग्स, जिनमें ज़्यादातर, राजस्थानी स्त्रियों के चेहरे थे " )
( train_hindimale_00725 " अविनाश ये मेरी बेटी नीलांजना है " )
( train_hindimale_00726 " बी एस सी सैकेण्ड ईयर में पढती है " )
( train_hindimale_00727 " बेटा जाओ, मम्मी को भेजो, और किचन में चाय और स्नैक्स के लिये कहना " )
( train_hindimale_00728 " श्री मति सिन्हा के साथ साथ, अर्दली चाय का, टीमटाम लेकर आ गया " )
( train_hindimale_00729 " श्री मति सिन्हा, एक सुन्दर व सभ्रान्त महिला लगी " )
( train_hindimale_00730 " चाय की औपचारिकता के बाद, वह फ़र्स्ट फ़्लोर पर बने गेस्ट रूम में आ गया " )
( train_hindimale_00731 " रूम क्या था, एक छोटा मोटा सा, समस्त सुविधाओं से युक्त, फ़्लैट ही था " )
( train_hindimale_00732 " पूरा घूमघाम कर देख कर, उसे याद आया, दस बजे डिनर के लिये, नीचे उतरना है " )
( train_hindimale_00733 " अविनाश, अंजना, मेरी वाईफ़ से तुम मिल चुके हो " )
( train_hindimale_00734 " ये सुधा है मेरी बहन, जे जे आर्टस में, फ़ाईन आर्टस की लैक्चरर है, वैसे बॉम्बे रहती है, पर अभी मेरे साथ, वेकेशन्स बिताने आई है " )
