( train_hindifullmale_00001 " There was once a merchant who employed many carpenters and masons to build a temple in his garden. " )
( train_hindifullmale_00002 " Regularly, they would start work in the morning, and take a break for the mid-day meals, and return to resume work till evening. " )
( train_hindifullmale_00003 " One day, a group of monkeys arrived at the site of the building and watched the workers leaving for their mid-day meals. " )
( train_hindifullmale_00004 " One of the carpenters was sawing a huge log of wood. " )
( train_hindifullmale_00005 " Since it was only half-done he placed a wedge in between to prevent the log from closing up. " )
( train_hindifullmale_00006 " He then went off along with the other workers for his meal. " )
( train_hindifullmale_00007 " When all the workers were gone, the monkeys came down from the trees and started jumping around the site, and playing with the instruments. " )
( train_hindifullmale_00008 " There was one monkey, who got curious about the wedge placed between the log. " )
( train_hindifullmale_00009 " He sat down on the log, and having placed himself in between the half-split log, caught hold of the wedge and started pulling at it. " )
( train_hindifullmale_00010 " All of a sudden, the wedge came out. " )
( train_hindifullmale_00011 " As a result, the half-split log closed in and the monkey got caught in the gap of the log. " )
( train_hindifullmale_00012 " As was his destiny, he was severely wounded. " )
( train_hindifullmale_00013 " The wise indeed say, One, who interferes in other's work, surely comes to grief. " )
( train_hindifullmale_00014 " One day, a jackal called Gomaya was very hungry, and was wandering about in search of food. " )
( train_hindifullmale_00015 " After some time, he wandered out of the jungle he lived in, and reached a deserted battlefield. " )
( train_hindifullmale_00016 " In this deserted battlefield, a battle was fought recently. " )
( train_hindifullmale_00017 " The fighting armies had left behind a drum, which was lying near a tree. " )
( train_hindifullmale_00018 " As strong winds blew, the branches of the tree got rubbed against the drum. " )
( train_hindifullmale_00019 " This made a strange noise. " )
( train_hindifullmale_00020 " When the jackal heard this sound, he got very frightened and thought of running away. " )
( train_hindifullmale_00021 " If I cannot flee from here before I am seen by the person making all this noise, I will be in trouble. " )
( train_hindifullmale_00022 " As he was about to run away, he had a second thought. " )
( train_hindifullmale_00023 " It is unwise to run away from something without knowing. " )
( train_hindifullmale_00024 " Instead, I must be careful in finding out the source of this noise. " )
( train_hindifullmale_00025 " He took the courage to creep forward cautiously. " )
( train_hindifullmale_00026 " When he saw the drum, he realized that it was only the wind that was causing all the noise. " )
( train_hindifullmale_00027 " He continued his search for food, and near the drum he found sufficient food and water. " )
( train_hindifullmale_00028 " The wise indeed say, Only the brave succeed in life. " )
( train_hindifullmale_00029 " In a city called Vardhamana, lived a very efficient and prosperous merchant. " )
( train_hindifullmale_00030 " The king was aware of his abilities, and therefore made him the administrator of the kingdom. " )
( train_hindifullmale_00031 " With his efficient and intelligent ways, he kept common man very happy, and at the same time he impressed the king on the other side. " )
( train_hindifullmale_00032 " Such a person, who can keep everybody happy, is rarely found. " )
( train_hindifullmale_00033 " Later, there came a time that the merchant's daughter was getting married. " )
( train_hindifullmale_00034 " He arranged for a lavish reception. " )
( train_hindifullmale_00035 " The merchant not only invited the king and the queen, who obliged by attending, but he also invited the entire royal household and all respected people of the kingdom. " )
( train_hindifullmale_00036 " During the reception, he ensured to provide his guests with the best of treatments. " )
( train_hindifullmale_00037 " He gave out gifts to guests to show them respect for attending to his invitation. " )
( train_hindifullmale_00038 " A servant of the royal household, who used to sweep the palace, was not invited but attended the reception. " )
( train_hindifullmale_00039 " He took a seat which was reserved for royal nobles, not meant for common invitees. " )
( train_hindifullmale_00040 " This made the merchant very angry. " )
( train_hindifullmale_00041 " He caught him by the neck and ordered his servants to have him thrown out. " )
( train_hindifullmale_00042 " The royal servant felt very insulted, and could not sleep all night. " )
( train_hindifullmale_00043 " He thought, If I can have the king to disfavour this merchant, I will have my revenge. " )
( train_hindifullmale_00044 " But what can I, a common fellow, do to harm a powerful person as him. " )
( train_hindifullmale_00045 " Thinking such, he suddenly had a plan. " )
( train_hindifullmale_00046 " Several days later, the servant was sweeping the floor near the king's bed early in the morning. " )
( train_hindifullmale_00047 " He observed that that the king was still in bed, half awake. " )
( train_hindifullmale_00048 " The servant started mumbling, Good heavens! The merchant has become so carefree now that he dared to embrace the queen! " )
( train_hindifullmale_00049 " When the king heard this lying in his bed, he jumped up and asked the servant, Is it true? Have you seen the merchant embrace my queen yourself? " )
( train_hindifullmale_00050 " The servant at once fell at the king's feet, O Master, I was gambling all night. " )
( train_hindifullmale_00051 " I feel drowsy for I didn't sleep last night. " )
( train_hindifullmale_00052 " I don't know what I have been mumbling, but I said anything improper, please forgive me. " )
( train_hindifullmale_00053 " The king spoke no more, but the servant knew he had sowed the seed of distrust. " )
( train_hindifullmale_00054 " The king thought, It can be true! The servant moves about the palace freely, and so does the merchant. " )
( train_hindifullmale_00055 " It is possible that the servant has seen something. " )
( train_hindifullmale_00056 " The king was troubled with jealousy. " )
( train_hindifullmale_00057 " From that day onwards, he withdrew his favours from the merchant and even forbade him to enter the palace. " )
( train_hindifullmale_00058 " One day, when the merchant was entering the gateway to the palace, he was stopped by the guards. " )
( train_hindifullmale_00059 " The merchant was surprised due to this sudden change in the king's attitude. " )
( train_hindifullmale_00060 " The servant was nearby, and mocking shouted at the guards, Ho Guards! That merchant is favoured by the king, He is a powerful person. " )
( train_hindifullmale_00061 " He can have people arrested or released or even thrown out, just like he had me thrown out of his daughter's reception. " )
( train_hindifullmale_00062 " Beware, for you may suffer the same fate. " )
( train_hindifullmale_00063 " On hearing this, the merchant understood that the servant has caused all this trouble somehow. " )
( train_hindifullmale_00064 " He felt dejected, and returned home upset over the incident. " )
( train_hindifullmale_00065 " He gave everything a second thought, and then he invited the royal servant to his house. " )
( train_hindifullmale_00066 " He treated the servant with utmost respect, and flattered him with gifts and garments. " )
