( train_hindimale_00001 " प्रसिद्द कबीर अध्येता, पुरुषोत्तम अग्रवाल का यह शोध आलेख, उस रामानंद की खोज करता है " )
( train_hindimale_00002 " किन्तु आधुनिक पांडित्य, न सिर्फ़ एक ब्राह्मण रामानंद के, एक जुलाहे कबीर का गुरु होने से, बल्कि दोनों के समकालीन होने से भी, इनकार करता है " )
( train_hindimale_00003 " उस पर, इन चार कवियों का गहरा असर है " )
( train_hindimale_00004 " इसे कई बार, मंचित भी किया गया है " )
( train_hindimale_00005 " यहाँ प्रस्तुत है, हिन्दी कवि कथाकार, तेजी ग्रोवर के अंग्रेज़ी के मार्फ़त किए गए अनुवाद के कुछ अंश " )
( train_hindimale_00006 " मूल से, अंग्रेज़ी में लाने का काम, मीना कंदसामी ने किया है, और अंग्रेज़ी से हिन्दी अनुवाद, गिरिराज किराडू ने " )
( train_hindimale_00007 " दूसरी तरफ़, साक्षात्कार में वे, सुंदर के विरूद्ध, अपनी रणनीति के बारे में बात करते हैं " )
( train_hindimale_00008 " उस्ताद बिस्मिल्लाह खान, भारतीय संगीत ही नहीं, समूचे कला संसार में, एक विलक्षण उपस्थिति रहे " )
( train_hindimale_00009 " अपने व्यक्तित्व, और वाद, दोनों से वे, शास्त्रीय संगीत में, एक नए टाईप थे " )
( train_hindimale_00010 " उन पर दो हिन्दी कवियों का गद, इस फ़ीचर में शामिल है " )
( train_hindimale_00011 " यतीन्द्र मिश्र का, सुर की बारादरी, इस नाम से, पेंग्विन यात्रा से शीघ्र प्रकाश्य पुस्तक से लिया गया है, जो उनकी कला, स्थानीय परम्परा, उनके व्यक्तित्व को एक साथ पढ़ती है " )
( train_hindimale_00012 " उस्ताद को, ट्रिब्यूट की तरह, लिखा गया, व्योमेश शुक्ल का गद्य, उनकी कला को, सांस्कृतिक राजनीति के, प्रतिरोध के, संकेतों की तरह देखता है " )
( train_hindimale_00013 " इस अंक से हम, एक नया खंड उन कला रूपों पर आरंभ कर रहे हैं, जिन्हें लोक प्रिय, या पॉपुलर कहा जाता है " )
( train_hindimale_00014 " बस इतना पता है, कि उस ज़माने में, एशिया, यूरोप, अफ़्रीका, और शायद अमेरिका महाद्वीप भी, आपस में जुड़े हुए थे " )
( train_hindimale_00015 " यूरोप का बायाँ हिस्सा, अफ़्रीका के दाहिने में, और आस्ट्रेलिया का ऊपरी पश्चिमी किनारा, आज के तमिलनाडु के बगल में था " )
( train_hindimale_00016 " मतलब कि, यू एन ओ जो सपना हमारे भविष्य के लिए देखता है, वो हमारे इतिहास में, पहले ही पूरा हो चुका है " )
( train_hindimale_00017 " मतलब कि, भाषा एक एक्शन नहीं, प्रकृति को देखकर दिया गया, हमारा रिएक्शन मात्र है " )
( train_hindimale_00018 " सूरज को देखकर, हर प्रजाति के मनुष्य के मुँह से, रा ही निकला " )
( train_hindimale_00019 " इसलिए, मिस्र में भी, सूर्य भगवान, रा हैं, और सिंधु के इस पार भी, सूर्यवंशी भगवान का नाम, राम है " )
( train_hindimale_00020 " उसमें कहा गया है कि, एक ज़माना था, जब पूरी दुनिया, बाबिलू नाम के एक शहर में बसती थी, और एक ही भाषा बोलती थी " )
( train_hindimale_00021 " इस शहर के लोगों ने, एक बार, एक बड़ी सी मीनार बनाने की कोशिश की, इतनी ऊँची, कि जिस पे चढ़ के, इंसान भगवान के पास पहुँच जाए " )
