( train_hindifullmale_00001 " प्रसिद्द कबीर अध्येता, पुरुषोत्तम अग्रवाल का यह शोध आलेख, उस रामानंद की खोज करता है " )
( train_hindifullmale_00002 " किन्तु आधुनिक पांडित्य, न सिर्फ़ एक ब्राह्मण रामानंद के, एक जुलाहे कबीर का गुरु होने से, बल्कि दोनों के समकालीन होने से भी, इनकार करता है " )
( train_hindifullmale_00003 " उस पर, इन चार कवियों का गहरा असर है " )
( train_hindifullmale_00004 " इसे कई बार, मंचित भी किया गया है " )
( train_hindifullmale_00005 " यहाँ प्रस्तुत है, हिन्दी कवि कथाकार, तेजी ग्रोवर के अंग्रेज़ी के मार्फ़त किए गए अनुवाद के कुछ अंश " )
( train_hindifullmale_00006 " मूल से, अंग्रेज़ी में लाने का काम, मीना कंदसामी ने किया है, और अंग्रेज़ी से हिन्दी अनुवाद, गिरिराज किराडू ने " )
( train_hindifullmale_00007 " दूसरी तरफ़, साक्षात्कार में वे, सुंदर के विरूद्ध, अपनी रणनीति के बारे में बात करते हैं " )
( train_hindifullmale_00008 " उस्ताद बिस्मिल्लाह खान, भारतीय संगीत ही नहीं, समूचे कला संसार में, एक विलक्षण उपस्थिति रहे " )
( train_hindifullmale_00009 " अपने व्यक्तित्व, और वाद, दोनों से वे, शास्त्रीय संगीत में, एक नए टाईप थे " )
( train_hindifullmale_00010 " उन पर दो हिन्दी कवियों का गद, इस फ़ीचर में शामिल है " )
( train_hindifullmale_00011 " यतीन्द्र मिश्र का, सुर की बारादरी, इस नाम से, पेंग्विन यात्रा से शीघ्र प्रकाश्य पुस्तक से लिया गया है, जो उनकी कला, स्थानीय परम्परा, उनके व्यक्तित्व को एक साथ पढ़ती है " )
( train_hindifullmale_00012 " उस्ताद को, ट्रिब्यूट की तरह, लिखा गया, व्योमेश शुक्ल का गद्य, उनकी कला को, सांस्कृतिक राजनीति के, प्रतिरोध के, संकेतों की तरह देखता है " )
( train_hindifullmale_00013 " इस अंक से हम, एक नया खंड उन कला रूपों पर आरंभ कर रहे हैं, जिन्हें लोक प्रिय, या पॉपुलर कहा जाता है " )
( train_hindifullmale_00014 " बस इतना पता है, कि उस ज़माने में, एशिया, यूरोप, अफ़्रीका, और शायद अमेरिका महाद्वीप भी, आपस में जुड़े हुए थे " )
( train_hindifullmale_00015 " यूरोप का बायाँ हिस्सा, अफ़्रीका के दाहिने में, और आस्ट्रेलिया का ऊपरी पश्चिमी किनारा, आज के तमिलनाडु के बगल में था " )
( train_hindifullmale_00016 " मतलब कि, यू एन ओ जो सपना हमारे भविष्य के लिए देखता है, वो हमारे इतिहास में, पहले ही पूरा हो चुका है " )
( train_hindifullmale_00017 " मतलब कि, भाषा एक एक्शन नहीं, प्रकृति को देखकर दिया गया, हमारा रिएक्शन मात्र है " )
( train_hindifullmale_00018 " सूरज को देखकर, हर प्रजाति के मनुष्य के मुँह से, रा ही निकला " )
( train_hindifullmale_00019 " इसलिए, मिस्र में भी, सूर्य भगवान, रा हैं, और सिंधु के इस पार भी, सूर्यवंशी भगवान का नाम, राम है " )
( train_hindifullmale_00020 " उसमें कहा गया है कि, एक ज़माना था, जब पूरी दुनिया, बाबिलू नाम के एक शहर में बसती थी, और एक ही भाषा बोलती थी " )
( train_hindifullmale_00021 " इस शहर के लोगों ने, एक बार, एक बड़ी सी मीनार बनाने की कोशिश की, इतनी ऊँची, कि जिस पे चढ़ के, इंसान भगवान के पास पहुँच जाए " )
( train_hindifullmale_00022 " उसके दोस्त, प्रेमिकाएँ, और रिश्तेदार, उसे इसी नाम से बुलाते थे, और वो भी, अक्सर समझ जाता था, कि क्वैं, उसी को संबोधित है " )
( train_hindifullmale_00023 " क्वैं की उम्र, करीबन अठारह साल रही होगी, यानि कि, वो नवकिशोर था, आज का टीनेजर " )
( train_hindifullmale_00024 " शिकार करना अनिवार्य था, लेकिन इस मामले मे, क्वैं, थोडा कमज़ोर था " )
( train_hindifullmale_00025 " उसे, जंगली जान वरों से डर लगता था " )
( train_hindifullmale_00026 " मतलब कि, क्वैं सिर्फ़ मछलियाँ पकड कर, बहुत दिन चैन से नहीं रह सकता था " )
( train_hindifullmale_00027 " उसके अंदर, जाने कहाँ से, एक अजीब सा गुस्सा पनपने लगा था " )
( train_hindifullmale_00028 " कबीले में भी झगड़े बढ़ने लगे, और क्वैं के मूक समर्थक, यानि कि, कबीले के बड़े लोग भी, अब धीरे धीरे, उससे कटने लगे " )
( train_hindifullmale_00029 " वो रात को देर तक जागता, झाड़ियों की आवाज़ में, नए नए स्वर सुनता, और उन्हें जोड़कर, कुछ बनाने की कोशिश करता " )
( train_hindifullmale_00030 " पर झाड़ियों से आई एक आवाज़, दुबारा नहीं आती, हर बार, नई तरह का स्वर निकलता, और क्वैं उन्हें याद करते करते, जोड़ते जोड़ते परेशान हो जाता " )
( train_hindifullmale_00031 " जिन दिनों बारिश होती, क्वैं की ये उलझन, और बढ़ जाती " )
( train_hindifullmale_00032 " इसलिए अब वो, दिन भर आवाज़ें इकठ्ठी करता फिरता " )
( train_hindifullmale_00033 " जहाँ भी कोई नई ध्वनि सुनता, तुरंत उसे दोहराता " )
( train_hindifullmale_00034 " नदी किनारे, दो काले गोल पत्थर थे, जो एक दूसरे से रगड़कर, वही आवाज़ दे रहे थे " )
( train_hindifullmale_00035 " क्वैं बड़ी देर तक वहाँ बैठा, उनको र गड़ता रहा, उसके सामने एक खज़ाना खुल गया था " )
( train_hindifullmale_00036 " पत्थरों में वो आवाज़ें कैद थीं, जिन्हें वो, दुनिया भर में ढूँढता फिरता था " )
( train_hindifullmale_00037 " अब, क्वैं का दिन, दो हिस्सों में बँट गया " )
( train_hindifullmale_00038 " इसके बाद वो, आज की आवाज़ वाले पत्थरों को, अलग अलग गुच्छों में बाँधता, और उन्हें अपने कँधे पर लटका लेता " )
( train_hindifullmale_00039 " कई दिन तो ऐसा होता, कि शाम को, कबीले की ओर लौटते वक़्त, उसके पास, पत्थरों के, पचास से ज़्यादा समूह होते " )
( train_hindifullmale_00040 " कुछ लोगों को तो डर था, कि क्वैं, किसी काले देवता की आराधना करता है " )
( train_hindifullmale_00041 " इस बीच, क्वैं ने अपने कबीले वालों के साथ, खाना बिल्कुल ही बंद कर दिया " )
( train_hindifullmale_00042 " अब वो कच्ची मछली, और फलों पर ही ज़िंदा रहता " )
( train_hindifullmale_00043 " महीने बीतते गए, और क्वैं का पत्थरों वाला खज़ाना, बड़ा होता गया " )
( train_hindifullmale_00044 " खूँ बेढंग से उन्हें बजाता, और अजीब सी आवाज़ सुनकर, खूब हँसता " )
( train_hindifullmale_00045 " कभी कभी, क्वैं गुस्से में पत्थर उठाकर, फेंक भी देता " )
( train_hindifullmale_00046 " ऐसे ही एक झगड़े में, एक दिन, क्वैं ने खूँ को मार डाला " )
( train_hindifullmale_00047 " गुस्से में आकर उसने, ज़ोर ज़ोर से चिल्लाना शुरु कर दिया " )
( train_hindifullmale_00048 " खूँ का गुस्सा, अभी भी हरा था, और वो फिर से, क्वैं पे ही झपट पड़ा " )
( train_hindifullmale_00049 " लेकिन इस बार, क्वैं के हाथ में, वो बारिश वाले पत्थर थे, काले गोल पत्थर, जो टप टप करते थे " )
( train_hindifullmale_00050 " खूँ के नज़दीक आते ही, ये पूरी ताकत से, उसके माथे पर जा पड़े " )
( train_hindifullmale_00051 " शायद, एक ही वार में खूँ, अंधा हो गया " )
( train_hindifullmale_00052 " उसके बाद क्वैं ने, नुकीले पत्थर उठा कर, खूँ की एक एक नस काट डाली " )
( train_hindifullmale_00053 " तीन कबीलेवाले, बीच में आए, लेकिन वो भी मारे गए " )
( train_hindifullmale_00054 " सुबह होते होते पूरा कबीला खाली हो गया " )
( train_hindifullmale_00055 " मान लिया गया, कि क्वैं, सचमुच, रात की ही आराधना करता हैं " )
( train_hindifullmale_00056 " उसके अंदर कोई काली शक्ति आ गई, जो पूरे कबीले को खाने पे आमादा थी " )
( train_hindifullmale_00057 " जिन पत्थरों पे खून लग गया था, उन्हें वो, डैन्यूब में धो लाया " )
( train_hindifullmale_00058 " कबीले में अब अजीब सी शांति थी, सिर्फ़ क्वैं और उसके पत्थर ही बोलते थे " )
( train_hindifullmale_00059 " पर उसे ऐसे ही अच्छा लगता था " )
( train_hindifullmale_00060 " उन्होंने, अपनी राग अदायगी में, जिस एक चीज़ पर सर्वाधिक मेहनत की है, वह उनका मींड़ का काम है " )
( train_hindifullmale_00061 " प्रसिद्ध संगीत विद्वान, चेतन करनानी लिखते हैं, बिस्मिल्ला खान की कला की सबसे बड़ी खूबी यह है, कि उनके ध्वनि विन्यास की शुद्धता, उत्तेजना जगाती है " )
( train_hindifullmale_00062 " उनकी सांगीतिक प्रतिभा, अप्रतिम है " )
( train_hindifullmale_00063 " वे, राग का विस्तार करने, उसकी संरचना के ब्यौरों को उभारने में, हमेशा बेहद सधे हुए, और जागरूक रहे हैं " )
( train_hindifullmale_00064 " बिस्मिल्ला खान की मींड़, जो उनकी वादन कला का सबसे सशक्त पक्ष बन गयी है, देखने लायक है " )
( train_hindifullmale_00065 " वादन के समय, मींड़ लेते वक्त, वे सुरों में जो मोड़, घुमाव, और दैवीय स्पर्श महसूस कराते हैं, वह सुनने वाले को अपूर्व अनुभव देता है " )
( train_hindifullmale_00066 " लगता है कि, बिस्मिल्ला खान, मींड़ लेते वक्त, शहनाई नहीं बजा रहे, बल्कि शरीर के किसी घाव पर, मरहम कर रहे हैं " )
( train_hindifullmale_00067 " शहनाई में मींड़ भरने की यह दिव्यता, उनकी कला यात्रा का सबसे प्रमुख बिन्दु बन गयी है " )
( train_hindifullmale_00068 " शहनाई में मींड़ के काम पर चेतन करनानी की यह बात, बिस्मिल्ला खान के उस घनघोर रियाज़ की ओर इशारा करती है " )
( train_hindifullmale_00069 " यदि एक सुर का कोई कण सही पकड़ में आ गया, तो समझो कि, सारा संगीत, तुम्हारी फूँक में उतर आयेगा " )
( train_hindifullmale_00070 " सा, और रे का फ़र्क करने की तमीज़, उन्हें मींड़ को बरतने के व्याकरण के सन्दर्भ में ही, बचपन से सिखायी गयी थी " )
( train_hindifullmale_00071 " संगीत के व्या करण का अनुशासन मिला हुआ है, और पूरब की लोक लय व देसी धुनें, शहनाई के प्याले में आकर, ठहर गयी हैं " )
( train_hindifullmale_00072 " वह इसी बात की ओर बार बार इशारा करती हैं, कि संगीत के मींड़, व तान की तरह ही, उनके जीवन में कला और रस, एक सुर से दूसरे सुर तक, बिना टूटे हुए पहुँचे हैं " )
( train_hindifullmale_00073 " वे एक साधारण इन्सान हैं, जिनके भीतर, आपको अनायास ही, सहज मानवीयता के दर्शन होते हैं " )
( train_hindifullmale_00074 " ये खान साहब, कोई दूसरे हैं " )
( train_hindifullmale_00075 " उनसे मिलना, मोमिन के उस शेर से मिलना है, जहाँ वे यह दर्ज करते हैं, तुम मेरे पास होते हो, जब कोई दूसरा नहीं होता " )
